itemid;filespec;titleEn;description/en;creator/en;locationCreated:placename;dateCreated:start;type;format;medium;customtext:Photographer;originalSource:url;originalSource:text
Hello169;20190923_090430_HDR(1).jpg;Temporary exhibition: Origins and Dinosaurs @KidsConSA;"""Origins Centre, together with the evolutionary Science Institute and the Kistching Fossil Gallery hosted an interactive exhibition at KidsCon at ComiCon in 2019, at Gallagher Estate, Centurion, South Africa.

Displays included a range of archaeological and cultural objects, hominin fossil casts, dinosaur and early mammal fossils, dinosaur replicas, an interactive archaeological excavation and many other fun activities.""";Origins Centre and the Evolutionary Studies Institute;South Africa;2019;Temporary Exhibit;Interactive Exhibit;Various;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Evolutionary Studies Institute
Hello170;20190923_090450(1).jpg;Temporary exhibition: Origins and Dinosaurs @KidsConSA;"""Origins Centre, together with the evolutionary Science Institute and the Kistching Fossil Gallery hosted an interactive exhibition at KidsCon at ComiCon in 2019, at Gallagher Estate, Centurion, South Africa.

Displays included a range of archaeological and cultural objects, hominin fossil casts, dinosaur and early mammal fossils, dinosaur replicas, an interactive archaeological excavation and many other fun activities.""";Origins Centre and the Evolutionary Studies Institute;South Africa;2019;Temporary Exhibit;Interactive Exhibit;Various;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Evolutionary Studies Institute
Hello171;20190923_092731_HDR.jpg;Temporary exhibition: Origins and Dinosaurs @KidsConSA;"""Origins Centre, together with the evolutionary Science Institute and the Kistching Fossil Gallery hosted an interactive exhibition at KidsCon at ComiCon in 2019, at Gallagher Estate, Centurion, South Africa.

Displays included a range of archaeological and cultural objects, hominin fossil casts, dinosaur and early mammal fossils, dinosaur replicas, an interactive archaeological excavation and many other fun activities.""";Origins Centre and the Evolutionary Studies Institute;South Africa;2019;Temporary Exhibit;Interactive Exhibit;Various;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Evolutionary Studies Institute
Hello172;20190924_094501.jpg;Temporary exhibition: Origins and Dinosaurs @KidsConSA;"""Origins Centre, together with the evolutionary Science Institute and the Kistching Fossil Gallery hosted an interactive exhibition at KidsCon at ComiCon in 2019, at Gallagher Estate, Centurion, South Africa.

Displays included a range of archaeological and cultural objects, hominin fossil casts, dinosaur and early mammal fossils, dinosaur replicas, an interactive archaeological excavation and many other fun activities.""";Origins Centre and the Evolutionary Studies Institute;South Africa;2019;Temporary Exhibit;Interactive Exhibit;Various;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Evolutionary Studies Institute
Hello173;20190924_094558.jpg;Temporary exhibition: Origins and Dinosaurs @KidsConSA;"""Origins Centre, together with the evolutionary Science Institute and the Kistching Fossil Gallery hosted an interactive exhibition at KidsCon at ComiCon in 2019, at Gallagher Estate, Centurion, South Africa.

Displays included a range of archaeological and cultural objects, hominin fossil casts, dinosaur and early mammal fossils, dinosaur replicas, an interactive archaeological excavation and many other fun activities.""";Origins Centre and the Evolutionary Studies Institute;South Africa;2019;Temporary Exhibit;Interactive Exhibit;Various;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Evolutionary Studies Institute
Hello174;IMG-20190921-WA0009.jpg;Temporary exhibition: Origins and Dinosaurs @KidsConSA;"""Origins Centre, together with the evolutionary Science Institute and the Kistching Fossil Gallery hosted an interactive exhibition at KidsCon at ComiCon in 2019, at Gallagher Estate, Centurion, South Africa.

Displays included a range of archaeological and cultural objects, hominin fossil casts, dinosaur and early mammal fossils, dinosaur replicas, an interactive archaeological excavation and many other fun activities.""";Origins Centre and the Evolutionary Studies Institute;South Africa;2019;Temporary Exhibit;Interactive Exhibit;Various;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Evolutionary Studies Institute
Hello175;Painted Eland. Origins Centre.jpg;Painted eland and rhebok;"""This painted piece of sandstone was discovered in the southern Drakensberg in South Africa. It is estimated to be between 3,000-1,500 years old. It was created by the San, the people indigenous to South Africa. 

The artwork on this stone depicts two types of antelope common to the region. The smaller of the two is a rhebuck, while the larger is an eland. Elands carry a deep cultural and spiritual significance to the San.
""";Origins Centre;South Africa;2006;Painting;Rock painting;Sandstone rock, pigment, ochre;David Pearce;https://www.wits.ac.za/origins/;Origins Centre and the Rock Art Research Institute, University of the Witwatersrand
Hello176;IMG_6941.JPG;Eland;"""The mounted eland is in a dying posture, as if it had just been shot with a poisoned arrow. Its legs collapse as it stumbles and its head is lowered, swaying from side to side. Many painted eland are portrayed in dying postures – and may symbolize a ritual or spiritual death rather than the real death of an eland.""";Origins Centre;South Africa;2006;Display;Animal;Animal;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre
Hello177;IMG_6942.JPG;Eland;"""The mounted eland is in a dying posture, as if it had just been shot with a poisoned arrow. Its legs collapse as it stumbles and its head is lowered, swaying from side to side. Many painted eland are portrayed in dying postures – and may symbolize a ritual or spiritual death rather than the real death of an eland.""";Origins Centre;South Africa;2006;Display;Animal;Animal;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre
Hello178;IMG_7005.JPG;Wartrail panel. Dying eland;"""This image is from the Watrail panel, which depicts various anthropogenic figures (half human, half animal). The eland is an upside-down, dying, and bleeding from the nose. This likely symbolizes ritual or spiritual death of a shaman in the spiritual realm.""";Origins Centre;South Africa;2006;Painting;Rock painting;Sandstone rock, pigment, ochre;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Rock Art Research Institute, University of the Witwatersrand
Hello179;IMG_6993 - Copy.JPG;Wartrail panel. Dying eland;"""This image is from the Watrail panel, which depicts various anthropogenic figures (half human, half animal bird-like figures). The human-like figure pictured here has feathered wings. This avian symbolism possibly refers to the sensation of flying that people experience during altered state of consciousness. One the right of the panel, there is an eland upside-down, dying, and bleeding from the nose. This likely symbolizes ritual or spiritual death of a shaman in the spiritual realm.""";;South Africa;2006;Painting;Rock painting;Sandstone rock, pigment, ochre;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Rock Art Research Institute, University of the Witwatersrand
Hello180;Panel_NJK4830 (11).jpg;Threads of Knowing: The Future;"""This is the last of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello181;Spirit world.jpg;Engraved boulders and Axis Mundi;"""Original engraved boulders in the foreground - made by the San and Khoe. 

The conceptual piece, in the background, speaks to the tiered cosmos in San religious thought. Termites emerge from the mound and ascend into the heavens along the axis mundi in the form of a tree. As they ascend, they transform into therianthropic (part human, part animal) creatures. These wooden creatures are derived from San rock paintings and they are sculpted in a flattened relief, remaining faithful to the original two-dimensional artworks. 

Landscapes were meaningful and complex places for the San living in the past, as they are for those San still living today. Small, inconspicuous and even invisible features of landscape, such as shallow water pans, low rocky outcrops and termite mounds were also seen as important. These places allowed access to the spirit world. The supernatural world is described, paradoxically, as being both below ground and in the sky above. Only certain San ritual specialists, known as owners-of-energy, can enter this alternative world. Once there, they encounter strange animals, the spirits of dead friends and relatives, and, on occasion, god. In turn, certain inhabitants of the spirit realm can visit this world by emerging from the same points of entry used by ritual specialists. It is particularly during the trance dance that movement between the two worlds is facilitated.

Many of the experiences reported by San in trance may seem strange and peculiar. For example, some report that they change into animal-form during the dance. This experience of transformation is often depicted in rock art. Images of therianthropes – part human, part animal – are abundant in rock art sites throughout southern Africa. While seemingly peculiar, this type of experience is reported by people throughout the world when in a state of trance. 

Russell Scott is a South African artist who is well-known for his large-scale installations made of natural materials – usually stone and wood. """;Russell Scott;South Africa;2005;Sculpture;Sculpture;Wood and iron;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello182;Panel_NJK4830 (1).tif;Threads of Knowing: Origins of People;"""This is the first of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello183;Panel_NJK4830 (2).tif;Threads of Knowing: Hunting and Gathering;"""This is the second of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello184;Panel_NJK4830 (3).tif;Threads of Knowing: The Trance Dance;"""This is the third of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello185;Panel_NJK4830 (4).tif;Threads of Knowing: Arrivals;"""Tamar Mason on the embroidered panels""";Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello186;Panel_NJK4830 (5).tif;Threads of Knowing: Settled Life;"""This is the fifth of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello187;Panel_NJK4830 (6).tif;Threads of Knowing: Sara Baartman;"""This is the sixth of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen""";Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello188;Panel_NJK4830 (7).tif;Threads of Knowing: Genocide;"""This is the seventh of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen 

This panel illustrates the frontier wars, and deliberate killing of the KhoiSan. The eleven panels illustrate the history of the San. The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello189;Panel_NJK4830 (8).tif;Threads of Knowing: Modern Life;"""This is the eighth of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello190;Panel_NJK4830 (9).tif;Threads of Knowing: Modern Life;"""This is the ninth of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello191;Panel_NJK4830 (10).tif;Threads of Knowing: Death and Disease;"""This is the tenth of eleven embroidered panels illustrating the history of the San in southern Africa. 
The panels were designed by Tamar Mason and produced by herself and a collective of craftswomen """;Tamar Mason;South Africa;2005;Embroidery;Embroidery;Fabric, cotton thread, ostrich eggshell beads, glass beads, paint, safety pins;Neil Kirby;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello192;RE_2005_091_2new.JPG;Pecked rock engraving of an eland ;"""This engraved boulder forms part of the biggest collection of rock engravings on display in Africa (The Rock Engraving Archive), consisting of almost 80 engraved boulders. 

Many of the fine-lined or pecked animal engravings were created by San hunter-gatherers. There is an ongoing debate about whether the geometric images were made by migrating Khoe pastoralists, mapping their arrival and spread along water courses of South Africa. Some researchers argue that without dates it is impossible to resolve this question and alternative interpretations are offered, from example that the geometrics may rather simply represent the spread and change of ideas amongst the San.

Rock engravings, like paintings, have a history of being removed from their original context. During the 1800s travellers and naturalists removed rock engravings from local sites to add to European collections. The art, along with other artefacts, and animal and human remains featured as curiosities in museums around the world. From the 1920s to the 1960s many painted and engraved panels were removed to museum collections, as it was believed that this was the best way to protect them. These engraved boulders were collected from various localities around South Africa including the Magaliesberg, North West Province, the Joe Gqabi municipal district of the Eastern Cape, Krugersdorp District, Rustenberg district. Most of these pieces were housed in Museum Africa, from where they were moved to Wits University, and placed under the curatorship of the Rock Art Research Institute in 2005. In the 1960s Dr Friede and Prof. Mason under the auspices of the South African Archaeological Society assembled a major collection of rock engravings that had been removed from their original location at sites in the Magaliesberg, and around the Klerksdorp and Schweizer-Reneke region of the North West Province. The engravings were arranged for exhibition to the public in a special enclosure in the Johannesburg Zoological Gardens (now the Johannesburg Zoo). This was officially opened on 5th September 1970 as the Museum of South African Rock Art. However, the exhibit, curated by Africana Museum (now Museum Africa), was difficult to maintain and staff grew increasingly uncomfortable about the social implications of displaying indigenous art in a zoo. In the early 1990s the rock engraving exhibit was closed, and the smaller pieces were taken to Museum Africa, because the museum’s floors were unable to support the heavier boulders, 36 were left displayed at the Zoo. Over time the rock engravings exposed at the Zoo became weathered and covered in moss and lichen. Anxiety over their neglect led, in May 2000, to their removal to Wits University under the curation of the the Rock Art Research Institute and with funding from the Department of Arts and Culture. Between 2000 and 2004 a team of conservators worked on cleaning, conserving and restoring these engravings. Today, every effort is made to conserve rock engravings in their original context. However, engravings are salvaged when mining and other developments place them under threat. 

The majority of the engravings are on dolerite rocks. Just a few are on blue wonderstone. Various techniques have been used to engrave the images. These include pecking and fine-line engraving using a sharp object (such as a harder rock). The sound that some rocks made when struck would have added to the auditory experience, and a mark would have been left each time the rock was struck. Marks from the sharpening of tools and weapons against the hard surfaces also add a layer of meaning to the rocks. 

We now have a better appreciation for how the engravings interacted with their landscapes; for example, how the experience of the art changes with the light, wind, rain, sounds and also the social perspective of the viewer. Some of the engravings can only be seen with carefully positioned lighting, as would have been the case in their natural landscape - at certain times of day the engravings would have 'magically' appeared.

With the Rock Art Research Institute (RARI), Origins Centre aims to facilitate the collection and organising of information and interpretations of about these displaced pieces of art and the people who created them.

These national treasures are now a permanent component of the Origins experience.

RE_2005_091_2 (RE/2005/164)""";San Hunter-Gatherer;South Africa;0;Pecked rock engraving;Archive Exhibit;Dolerite rock;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre and the Rock Art Research Institute, University of the Witwatersrand
Hello193;20200313_111243.jpg;World Map;"""This world map is hand-woven with aluminium wire. 
Africa is at the centre of the map and copper wires radiate from the southern part indicating the movement of humankind from Africa to all areas of the world.The work is an artistic impression of Mercator’s projection of the earth (The Mercator projection is a cylindrical map projection presented by the Flemish geographer and cartographer Gerardus Mercator in 1569; it became the standard map projection for navigation because of its unique property of representing any course of constant bearing as a straight segment). 
Oltmann is well-known for his work with wire, particularly his creation of insect and animal forms. While it is a widespread media employed in South Africa today, Walter brings a new technique to working with wire; he knits the strands together""";Walter Oltmann;South Africa;2005;Sculpture;Sculpture;Aluminium (aluminum) wire and copper;Tania Olsson;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello194;IMG_9991.JPG;World Map;"""This world map is hand-woven with aluminium wire. 
Africa is at the centre of the map and copper wires radiate from the southern part indicating the movement of humankind from Africa to all areas of the world.The work is an artistic impression of Mercator’s projection of the earth (The Mercator projection is a cylindrical map projection presented by the Flemish geographer and cartographer Gerardus Mercator in 1569; it became the standard map projection for navigation because of its unique property of representing any course of constant bearing as a straight segment). 
Oltmann is well-known for his work with wire, particularly his creation of insect and animal forms. While it is a widespread media employed in South Africa today, Walter brings a new technique to working with wire; he knits the strands together""";Walter Oltmann;South Africa;2005;Sculpture;Sculpture;Aluminium (aluminum) wire and copper;Tania Olsson;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello195;RARI-RSA-BAE2-6.TIFF;Eland, San rock painting;"""One of the most exquisite examples of an eland antelope (brush)painted on a rock face. Eastern Cape, South Africa

The only San person ever interviewed in front of rock paintings told many tales of eland. He said that where his deity |kaggen lived, high in the spiritual hinterland of the Maloti-Drakensberg, eland were to be seen in enormous herds""";San Hunter-Gatherer;Eastern Cape, South Africa;;Painting;Rock painting;Sandstone rock, pigment, ochre;Sven Ouzman;http://sarada.co.za/#/library/;Rock Art Research Institute, University of the Witwatersrand. www.sarada.co.za
Hello196;RARI-RSA-BOP1-16.TIFF;Eland and supernatural potency;"""Eland with red lines and white dots. Eastern Cape, South Africa.

The San believe the eland is the animal with the most supernatural potency (called n|om by the Kalahari Ju|’hoansi, and !gi by the |xam of the Karoo). This power can be best imagined like electricity – useful to harness in the right amount, but dangerous if you receive too much. The San harness the power of the eland so that they can heal the sick. 

The rock surface acted as a veil between the real and spirit worlds and that the images entering or exiting natural features in the rock surface were actually entering or exiting the spirit world. Manqindi Dyantyi, an old woman living in the former Transkei territory, whose father was the last San painter, described how the San used to touch the paintings during dances to harness the supernatural energy within them.""";San Hunter-Gatherer;Eastern Cape, South Africa;;Painting;Rock painting;Sandstone rock, pigment, ochre;Thomas Dowson;http://sarada.co.za/#/library/;Rock Art Research Institute, University of the Witwatersrand. www.sarada.co.za
Hello197;IMG_7456.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;2005;Museum Exhibit;Exhibit;Paper, perspex, glass, ink;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello198;IMG_7457.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;2005;Museum Exhibit;Exhibit;Paper, perspex, glass, ink;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello199;IMG_7459.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;2005;Museum Exhibit;Exhibit;Paper, perspex, glass, ink;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello200;IMG_7462.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. 

The installation reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of stories, histories and images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;2005;Museum Exhibit;Exhibit;Paper, perspex, glass, ink;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello201;IMG_7467.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. 

The installation reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of stories, histories and images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;2005;Museum Exhibit;Exhibit;Paper, perspex, glass, ink;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello202;IMG_7471.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. 

The installation reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of stories, histories and images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;2005;Museum Exhibit;Exhibit;Paper, perspex, glass, ink;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello203;IMG_7476.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. 

The installation reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of stories, histories and images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;2005;Museum Exhibit;Exhibit;Paper, perspex, glass, ink;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello204;IMG_7488.JPG;Double Vision;"""On each end of the blocks are 16 reflective cabinets. They mirror each other in a symbolic rendering of the left and right sides of the brain and similarly, the strand of DNA that we know both describe us as human, and identify us as individual. They also refer to the spirals and geometrics that feature in rock art globally.
 
Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;2005;Museum Exhibit;Exhibit;Paper, perspex, glass, ink;Tammy Hodgskiss;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello205;Bleek Lloyd watercolour 1.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. 

The installation reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of stories, histories and images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;1870;Museum Exhibit;Exhibit;Paper, watercolour, ink;Unknown;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello206;Bleek Lloyd watercolour 2.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. 

The installation reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of stories, histories and images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;1870;Museum Exhibit;Exhibit;Paper, watercolour, ink;Unknown;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
Hello207;Bleek Lloyd watercolour 3.JPG;Double Vision;"""The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. 

The installation reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.

The collections of stories, histories and images were produced by !Kung and |Xam individuals who were interviewed by Lucy Lloyd and Wilhelm Bleek in the 1870s and 1880s, in Cape Town.

Pippa Skotnes and Malcolm Payne are artists and were both were professors of fine art at the Michaels School of Fine Art. Malcolm Payne is now an Emeritus Professor at the school. Skotnes is the Director of the Centre for Curating the Archive. Pippa Skotnes is widely known for her work on the Bleek and Lloyd collection and for her creative interpretation of its content.""";Pippa Skotnes and Malcolm Payne;Johannesburg, South Africa;1870;Museum Exhibit;Exhibit;Paper, watercolour, ink;Unknown;https://www.wits.ac.za/origins/;Origins Centre, University of the Witwatersrand
