itemid;filetype;filespec;title/en;description/en;creator/en;locationCreated:placename;dateCreated:display;customtext:Time period ;type;medium;customtext:Photographer;rights
Hello356;image;IMG_8804.JPG;Aloe;"Aloe genus. Aloe (English), Aalwyn (Afrikaans); hlaba, lekhala (Southern Sotho); icena (Ndebele); imboma (Zulu)

Aloes have a long history of medicinal, cosmetic and cultural uses. The leaf sap or gel has antioxidant, anti-inflammatory and antiseptic properties and is commonly used to heal skin irritations, cuts, abrasions, burns or sunburn. The aloe pulp can be used as a laxative, and to treat arthritis, conjunctivitis and sinusitis.

Aloes also have various culinary uses in the form of marmalade, jams, pickles and preserves.";Origins Centre. Garden planned and designed by Patrick Watson;South Africa;2006;2006;Plant;Plant;Tammy Hodgskiss;Origins Centre
Hello357;image;IMG_8811.JPG;Sedge;"Cyperus textilis
SEDGE
MATJIESGOED
IMISI

This grass-like plant grows along riverbanks and wetlands across South Africa.

Birds such as weavers and finches use it for building their nests, and it provides protection to many small animals including fish larvae. Large herbivores such as elephant and hippo graze on it.  
The sedge successfully removes pollutants from water, including heavy metals, nitrogen and phosphates from purified sewage. 
This sedge is widely used for weaving baskets and for making mats and twine. It is often grown in urban gardens. 
";Origins Centre. Garden planned and designed by Patrick Watson;South Africa;2006;2006;Plant;Plant;Tammy Hodgskiss;Origins Centre
Hello359;image;IMG_0033.JPG;San arrow heads;"San hunting technology was sophisticated. Bows used by the Kalahari ‘San’ of the 1960s were small and made from wood. The arrow could not kill on impact. Instead, the San constructed a complex tri-sectional arrow: consisting of a flight, a poisoned tip and a tapered link-shaft. On impact, the poisoned tip pierced the skin. The link shaft broke the flight from the tip, preventing the wounded animal from rubbing the arrow out against a tree. The tip worked its way deeper into the flesh and allowed the poison to take effect. 

Evidence for link-shaft arrows has been found in the archaeological record suggesting that the practice of hunting with small bows dates back in time.";San and Khoe ;South Africa;1970;Ethnographic collection circa 1970;Artefact;Wood, bone, iron, reed, poison;Tania Olsson;Origins Centre. Rock Art Research Insitute Ethnographic collection
Hello360;image;IMG_8810.JPG;Sedge;"This grass-like plant grows along riverbanks and wetlands across South Africa.

Birds such as weavers and finches use it for building their nests, and it provides protection to many small animals including fish larvae. Large herbivores such as elephant and hippo graze on it.  
The sedge successfully removes pollutants from water, including heavy metals, nitrogen and phosphates from purified sewage. 
This sedge is widely used for weaving baskets and for making mats and twine. It is often grown in urban gardens. 
";Origins Centre. Garden planned and designed by Patrick Watson;South Africa;2006;2006;Plant;Plant;Tammy Hodgskiss;Origins Centre
Hello361;image;20210407_182140_HDR.jpg;Origins Centre Stone Tool display;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello362;image;20210407_123354_HDR.jpg;Origins Centre Stone Tool display;"Oldowan and Acheulean stone tools.

Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Early Stone Age hominids;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello363;image;20210407_162555_HDR.jpg;Origins Centre Stone Tool display;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello364;image;20210407_162634.jpg;Origins Centre Stone Tool display;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello365;image;20210407_162700_HDR.jpg;Origins Centre Stone Tool display;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello366;image;20210407_162728_HDR.jpg;Origins Centre Stone Tool display;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello367;image;20210407_182059.jpg;Origins Centre Stone Tool display;"Middle Stone Age segments. 

Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Homo sapiens;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello368;image;20210407_182153_HDR.jpg;Origins Centre Stone Tool display;"Middle and later Stone Age blades.

Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Homo sapiens;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello369;image;Discovery Center Museum_20210330-108.jpg;Origins Centre Stone Tool display;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello370;image;Discovery Center Museum_20210330-118.jpg;Origins Centre Stone Tool display text;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello371;image;Discovery Center Museum_20210330-17.jpg;Origins Centre Stone Tool display and text;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello372;image;Discovery Center Museum_20210330-96.jpg;Origins Centre Stone Tool display and text;"Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Origins Centre;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello373;image;IMG_8217.JPG;Origins Centre Stone Tool display;"Early Stone Age cleaver

Stone tools have been used for millions of years and show how hominin behaviour and cognitive abilities have changed over time. Our ancestors probably used an array of simple tools made from wood and bone, but stones are the only artefacts that have preserved over a long period of time. They are therefore important in tracing the emergence of technology in human evolution.

Early hominin innovation and technological advancement can be seen in changing stone tool technology. Over time, stone tools gradually became more sophisticated and generally decreased in size.";Early Stone Age hominids;South Africa;2006;Later (to Middle) Stone Age;Stone;"Stone; dolerite, quartzite, hornfels";Tammy Hodgskiss;Origins Centre
Hello374;image;20210330_125426.jpg;Middle Stone Age archaeology and environmental reconstructions;Sample of archaeological bone finds from Klasies River Mouth. The assemblage contains thousands of specimens that are identifiable to species (including a wide range of animal species), but many small, unidentifiable fragments are found too. Bone can help to reconstruct the environment in the past as well as what animals people were hunting/trapping and eating;Origins Centre;South Africa;2006;Middle Stone Age;Bone;Bone;Tammy Hodgskiss;Origins Centre
Hello375;image;20210330_142356.jpg;Middle Stone Age archaeology and environmental reconstructions;Sample of archaeological marine shell finds from Klasies River Mouth. The assemblage contains thousands of specimens that are identifiable to species (including mussel species), but many small, unidentifiable fragments are found too.;Origins Centre;South Africa;2006;Middle Stone Age;Shell;"Seashell; mussel; limpet";Tammy Hodgskiss;Origins Centre
Hello376;image;20210330_142440.jpg;Middle Stone Age archaeology and environmental reconstructions;Archaeological display of Middle Stone Age palaeoenvironments at Origins Centre;Origins Centre;South Africa;2006;Middle Stone Age;Shell, bone;Shell, bone;Tammy Hodgskiss;Origins Centre
Hello377;image;20210330_142547.jpg;Worked bone replica;Worked bone replicas based on worked bone found in Middle Stone Age sites, Klasies River;Replica created by Justin Bradfield;South Africa;2006;Middle Stone Age;Bone;Bone;Tammy Hodgskiss;Origins Centre
Hello378;image;20210330_142553.jpg;Worked bone replica;Worked bone replicas based on worked bone found in Middle Stone Age sites, such as Klasies River, Blombos cave and Sibudu;Replicas created by Justin Bradfield;South Africa;2006;Middle Stone Age;Bone;Bone;Tammy Hodgskiss;Origins Centre
Hello379;image;Discovery Center Museum_20210330-134.jpg;Engraved ostrich eggshell and ochre kits on display at Origins Centre;"The earliest known engraved ostrich eggshell fragments are found at southern African Middle Stone Age sites. The ostrich eggshells were used as water flasks, and the markings were decorative, helping to identify each flask, but may also have served to roughen the surface to prevent slipping. These provide early evidence of storage and self-expression.

Replicas based on the engraved fragments from Diepkloof Rock Shelter and Klipdrift Rock Shelter in South Africa. The fragments were found in layers dating between 100,000 and 60,000 years ago.
Replicas made by Cedric Poggenpoel and Prof John Parkington. Donated to Origins Centre by The French Insitute of South Africa (IFAS).

Ochre-stained perlemoen shells were found in 100,000-year-old layers at Blombos Cave, South Africa. Red ochre had been ground to a powder and then mixed with seal fat, charcoal, and other ingredients, and stored in these containers. The paste may have been used as body paint for ritual displays, hide tanning, sunscreen or art.";"Replica engraved ostrich eggshell fragments created by Cedric Poggenpoel, with John Parkington. 
Replica ochre kit created by Tammy Hodgskiss.";South Africa;2006;Between 100,000 and 60,000 years ago;"Ostrich eggshell; perlemoen (abalone) seashell; ochre";"Ostrich eggshell; perlemoen (abalone) seashell; ochre";Tammy Hodgskiss;Origins Centre
Hello380;image;20210407_175215~2.jpg;Replica ochre kits and ochre pieces on display at Origins Centre;"Ochre-stained perlemoen shells were found in 100,000-year-old layers at Blombos Cave, South Africa. Red ochre had been ground to a powder and then mixed with seal fat, charcoal, and other ingredients, and stored in these containers. The paste may have been used as body paint for ritual displays, hide tanning, sunscreen or art.

Replica made by Tammy Hodgskiss";Replica ochre kit created by Tammy Hodgskiss;South Africa;2006;Between 100,000 and 60,000 years ago;"Perlemoen (abalone) seashell; ochre";"Perlemoen (abalone) seashell; ochre";Tammy Hodgskiss;Origins Centre
Hello381;image;IMG_8071.JPG;Engraved ostrich eggshell on display at Origins Centre;"The earliest known engraved ostrich eggshell fragments are found at southern African Middle Stone Age sites. The ostrich eggshells were used as water flasks, and the markings were decorative, helping to identify each flask, but may also have served to roughen the surface to prevent slipping. These provide early evidence of storage and self-expression.

Replicas based on the engraved fragments from Diepkloof Rock Shelter and Klipdrift Rock Shelter in South Africa. The fragments were found in layers dating between 100,000 and 60,000 years ago.
Replicas made by Cedric Poggenpoel and Prof John Parkington. Donated to Origins Centre by The French Insitute of South Africa (IFAS).";Replica engraved ostrich eggshell fragments created by Cedric Poggenpoel, with John Parkington. ;South Africa;2006;Between 100,000 and 60,000 years ago;"Ostrich eggshell; perlemoen (abalone) seashell; ochre";"Ostrich eggshell; perlemoen (abalone) seashell; ochre";Tammy Hodgskiss;Origins Centre
Hello382;image;20210407_175201.jpg;Engraved ostrich eggshell on display at Origins Centre;"The earliest known engraved ostrich eggshell fragments are found at southern African Middle Stone Age sites. The ostrich eggshells were used as water flasks, and the markings were decorative, helping to identify each flask, but may also have served to roughen the surface to prevent slipping. These provide early evidence of storage and self-expression.

Replicas based on the engraved fragments from Diepkloof Rock Shelter and Klipdrift Rock Shelter in South Africa. The fragments were found in layers dating between 100,000 and 60,000 years ago.
Replicas made by Cedric Poggenpoel and Prof John Parkington. Donated to Origins Centre by The French Institute of South Africa (IFAS).";Replica engraved ostrich eggshell fragments created by Cedric Poggenpoel, with John Parkington. ;South Africa;2006;Between 100,000 and 60,000 years ago;"Ostrich eggshell; perlemoen (abalone) seashell; ochre";"Ostrich eggshell; perlemoen (abalone) seashell; ochre";Tammy Hodgskiss;Origins Centre
Hello383;image;Mwulu. Limpopo2.jpg;Limpopo, South Africa;View near the Makapansgat World Heritage Site and Mwulus Cave, Limpopo, South Africa;Tammy Hodgskiss;Limpopo, South Africa;2021;;Landscape;Landscape;Tammy Hodgskiss;Tammy Hodgskiss
Hello384;image;Mwulu. Limpopo3.jpg;Limpopo, South Africa;View near the Makapansgat World Heritage Site and Mwulus Cave, Limpopo, South Africa;Tammy Hodgskiss;Limpopo, South Africa;2021;;Landscape;Landscape;Tammy Hodgskiss;Tammy Hodgskiss
Hello385;image;Mwulu. Limpopo1.jpg;Limpopo, South Africa;View in near Mokopane, Limpopo, South Africa;Tammy Hodgskiss;Limpopo, South Africa;2021;;Landscape;Landscape;Tammy Hodgskiss;Tammy Hodgskiss
Hello386;image;20210319_124640_HDR.jpg;Iron-oxide-rich soil and African skies, South Africa;Iron oxide rich soil near Mokopane, Limpopo, South Africa;Tammy Hodgskiss;Limpopo, South Africa;2021;;Landscape;Landscape;Tammy Hodgskiss;Tammy Hodgskiss
Hello387;image;Sibudu. KZN2.JPG;Kwazulu-Natal, South Africa;Archaeological site Sibudu, in KwaZulu-Natal, South Africa;Christine Sievers;Limpopo, South Africa;2021;;Landscape;Landscape;Christine Sievers;Christine Sievers
Hello388;image;Olieboomspoort. Limpopo.jpg;Limpopo, South Africa;View near Lephalale and Olieboomspoort, Limpopo, South Africa;Tammy Hodgskiss;Limpopo, South Africa;2021;;Landscape;Landscape;Tammy Hodgskiss;Tammy Hodgskiss
Hello389;image;Sibudu. KZN1.JPG;Kwazulu-Natal, South Africa;Archaeological site Sibudu, in KwaZulu-Natal, South Africa;Christine Sievers;Limpopo, South Africa;2021;;Landscape;Landscape;Christine Sievers;Christine Sievers
Hello390;image;Sibudu. KZN3 (Image L.Wadley).tif;Kwazulu-Natal, South Africa;Archaeological site Sibudu, in KwaZulu-Natal, South Africa;Lyn Wadley;Limpopo, South Africa;2021;;Landscape;Landscape;Lyn Wadley;Lyn Wadley
Hello391;image;20210629_162629_HDR.jpg;Zinjanthropus and Sahelanthropus skull casts;"Dates and details..
These drawers contain casts (replicas) of many of the most significant hominid fossils that have been found in Africa and Europe, including Australopithecine africanus specimens, Mrs Ples and the Taung Child";Various;Johannesburg, South Africa;2006;;Interactive Exhibit;Plastic;Tammy Hodgskiss;Origins Centre
Hello392;image;20210629_162651_HDR.jpg;Paranthropus robustus and Australopithecus africanus skull casts;"Dates and details..
These drawers contain casts (replicas) of many of the most significant hominid fossils that have been found in Africa and Europe, including Australopithecine africanus specimens, Mrs Ples and the Taung Child";Various;Johannesburg, South Africa;2006;;Interactive Exhibit;Plastic;Tammy Hodgskiss;Origins Centre
Hello393;image;20210629_162712_HDR.jpg;Hominin Skull Casts;"Dates and details..
These drawers contain casts (replicas) of many of the most significant hominid fossils that have been found in Africa and Europe, including Australopithecine africanus specimens, Mrs Ples and the Taung Child";Various;Johannesburg, South Africa;2006;;Interactive Exhibit;Plastic;Tammy Hodgskiss;Origins Centre
Hello394;image;20210629_162739.jpg;Archaic Homo sapiens, Homo heidelbergensis skull casts;"Dates and details..
These drawers contain casts (replicas) of many of the most significant hominid fossils that have been found in Africa and Europe, including Australopithecine africanus specimens, Mrs Ples and the Taung Child";Various;Johannesburg, South Africa;2006;;Interactive Exhibit;Plastic;Tammy Hodgskiss;Origins Centre
Hello395;image;IMG_8967.JPG;Homo erectus, Homo Neanderthalensis skull casts;"Dates and details..
These drawers contain casts (replicas) of many of the most significant hominid fossils that have been found in Africa and Europe, including Australopithecine africanus specimens, Mrs Ples and the Taung Child";Various;Johannesburg, South Africa;2006;;Interactive Exhibit;Plastic;Tammy Hodgskiss;Origins Centre
Hello396;image;IMG_8979.JPG;Homo rudolfensis, Homo habilis skull casts;"Dates and details..
These drawers contain casts (replicas) of many of the most significant hominid fossils that have been found in Africa and Europe, including Australopithecine africanus specimens, Mrs Ples and the Taung Child";Various;Johannesburg, South Africa;2006;;Interactive Exhibit;Plastic;Tammy Hodgskiss;Origins Centre
Hello397;image;IMG_8985.JPG;Australopithecus africanus (The Taung Child) skull casts;"Dates and details..
These drawers contain casts (replicas) of many of the most significant hominid fossils that have been found in Africa and Europe, including Australopithecine africanus specimens, Mrs Ples and the Taung Child";Various;Johannesburg, South Africa;2006;;Interactive Exhibit;Plastic;Tammy Hodgskiss;Origins Centre
Hello398;image;20210629_162859.jpg;Engraved ostrich eggshell on display at Origins Centre;"The earliest known engraved ostrich eggshell fragments are found at southern African Middle Stone Age sites. The ostrich eggshells were used as water flasks, and the markings were decorative, helping to identify each flask, but may also have served to roughen the surface to prevent slipping. These provide early evidence of storage and self-expression.

Replicas based on the engraved fragments from Diepkloof Rock Shelter and Klipdrift Rock Shelter in South Africa. The fragments were found in layers dating between 100,000 and 60,000 years ago.
Replicas made by Cedric Poggenpoel and Prof John Parkington. Donated to Origins Centre by The French Insitute of South Africa (IFAS).";Replica engraved ostrich eggshell fragments created by Cedric Poggenpoel, with John Parkington. ;South Africa;2006;Between 100,000 and 60,000 years ago;"Ostrich eggshell; perlemoen (abalone) seashell; ochre";"Ostrich eggshell; perlemoen (abalone) seashell; ochre";Tammy Hodgskiss;Origins Centre
Hello399;image;20210629_162904.jpg;Engraved ostrich eggshell on display at Origins Centre;"The earliest known engraved ostrich eggshell fragments are found at southern African Middle Stone Age sites. The ostrich eggshells were used as water flasks, and the markings were decorative, helping to identify each flask, but may also have served to roughen the surface to prevent slipping. These provide early evidence of storage and self-expression.

Replicas based on the engraved fragments from Diepkloof Rock Shelter and Klipdrift Rock Shelter in South Africa. The fragments were found in layers dating between 100,000 and 60,000 years ago.
Replicas made by Cedric Poggenpoel and Prof John Parkington. Donated to Origins Centre by The French Institute of South Africa (IFAS).";Replica engraved ostrich eggshell fragments created by Cedric Poggenpoel, with John Parkington. ;South Africa;2006;Between 100,000 and 60,000 years ago;"Ostrich eggshell; perlemoen (abalone) seashell; ochre";"Ostrich eggshell; perlemoen (abalone) seashell; ochre";Tammy Hodgskiss;Origins Centre
Hello400;image;20210629_162911.jpg;Engraved ostrich eggshell on display at Origins Centre;"The earliest known engraved ostrich eggshell fragments are found at southern African Middle Stone Age sites. The ostrich eggshells were used as water flasks, and the markings were decorative, helping to identify each flask, but may also have served to roughen the surface to prevent slipping. These provide early evidence of storage and self-expression.

Replicas based on the engraved fragments from Diepkloof Rock Shelter and Klipdrift Rock Shelter in South Africa. The fragments were found in layers dating between 100,000 and 60,000 years ago.
Replicas made by Cedric Poggenpoel and Prof John Parkington. Donated to Origins Centre by The French Institute of South Africa (IFAS).";Replica engraved ostrich eggshell fragments created by Cedric Poggenpoel, with John Parkington. ;South Africa;2006;Between 100,000 and 60,000 years ago;"Ostrich eggshell; perlemoen (abalone) seashell; ochre";"Ostrich eggshell; perlemoen (abalone) seashell; ochre";Tammy Hodgskiss;Origins Centre
Hello401;image;IMG_8843.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello402;image;IMG_8848.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello403;image;IMG_8849.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello404;image;IMG_8855.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello405;image;IMG_8862.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello406;image;IMG_8866.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello407;image;IMG_8864.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello408;image;IMG_8870.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello409;image;IMG_8875.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello410;image;IMG_8879.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
